index,Album,Song Name,Lyrics
122,folklore,​hoax,"My only one My smoking gun My eclipsed sun This has broken me down My twisted knife My sleepless night My winless fight This has frozen my ground  Stood on the cliffside screaming, ""Give me a reason"" Your faithless love's the only hoax I believe in Don't want no other shade of blue but you No other sadness in the world would do My best laid plan Your sleight of hand My barren land I am ash from your fire  Stood on the cliffside screaming, ""Give me a reason"" Your faithless love's the only hoax I believe in Don't want no other shade of blue but you No other sadness in the world would do  You know I left a part of me back in New York You knew the hero died so what's the movie for? You knew it still hurts underneath my scars From when they pulled me apart You knew the password so I let you in the door You knew you won so what's the point of keeping score? You knew it still hurts underneath my scars From when they pulled me apart But what you did was just as dark (Ah, ah, ah) Darling, this was just as hard As when they pulled me apart You might also like My only one My kingdom come undone My broken drum You have beaten my heart Don't want no other shade of blue but you No other sadness in the world would do"
123,folklore,​august,"Salt air, and the rust on your door I never needed anything more Whispers of ""Are you sure?"" ""Never have I ever before""  But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine Your back beneath the sun Wishin' I could write my name on it Will you call when you're back at school? I remember thinkin' I had you  But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine  Back when we were still changin' for the better Wanting was enough For me, it was enough To live for the hope of it all Cancel plans just in case you'd call And say, ""Meet me behind the mall"" So much for summer love and saying ""us"" 'Cause you weren't mine to lose You weren't mine to lose, no  But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine You might also like 'Cause you were never mine Never mine But do you remember? Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all, for the hope of it all ""Meet me behind the mall"" (Remember when I pulled up and said ""Get in the car"") (And then canceled my plans just in case you'd call?) (Back when I was livin' for the hope of it all, for the hope of it all) (""Meet me behind the mall"") Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all (For the hope of it all) For the hope of it all, for the hope of it all (For the hope of it all, for the hope of it all)"
124,folklore,​illicit affairs,"Make sure nobody sees you leave Hood over your head, keep your eyes down Tell your friends you're out for a run You’ll be flushed when you return Take the road less traveled by Tell yourself you can always stop What started in beautiful rooms Ends with meetings in parking lots  And that's the thing about illicit affairs And clandestine meetings and longing stares It's born from just one single glance But it dies and it dies and it dies A million little times Leave the perfume on the shelf That you picked out just for him So you leave no trace behind Like you don’t even exist Take the words for what they are A dwindling, mercurial high A drug that only worked The first few hundred times  And that's the thing about illicit affairs And clandestine meetings and stolen stares They show their truth one single time But they lie and they lie and they lie A million little times  And you wanna scream Don't call me ""kid,"" don't call me ""baby"" Look at this godforsaken mess that you made me You showed me colors you know I can't see with anyone else Don't call me ""kid,"" don't call me ""baby"" Look at this idiotic fool that you made me You taught me a secret language I can't speak with anyone else You might also like And you know damn well For you, I would ruin myself A million little times"
125,folklore,​the 1,"I'm doing good, I'm on some new shit Been saying ""yes"" instead of ""no"" I thought I saw you at the bus stop, I didn't though I hit the ground running each night I hit the Sunday matinée You know the greatest films of all time were never made  I guess you never know, never know And if you wanted me, you really should've showed And if you never bleed, you're never gonna grow And it's alright now But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one (Ooh)  I have this dream you're doing cool shit Having adventures on your own You meet some woman on the internet and take her home We never painted by the numbers, baby But we were making it count You know the greatest loves of all time are over now  I guess you never know, never know And it's another day waking up alone  But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one You might also like I, I, I persist and resist the temptation to ask you If one thing had been different Would everything be different today?  We were something, don't you think so? Rosé flowing with your chosen family And it would've been sweet If it could've been me In my defense, I have none For digging up the grave another time But it would've been fun If you would've been the one (Ooh)"
126,folklore,​betty,"Betty, I won't make assumptions About why you switched your homeroom, but I think it's 'cause of me Betty, one time I was riding on my skateboard When I passed your house It's like I couldn't breathe  You heard the rumors from Inez You can't believe a word she says Most times, but this time it was true The worst thing that I ever did Was what I did to you But if I just showed up at your party Would you have me? Would you want me? Would you tell me to go fuck myself Or lead me to the garden? In the garden, would you trust me If I told you it was just a summer thing? I'm only seventeen, I don't know anything But I know I miss you  Betty, I know where it all went wrong Your favorite song was playing From the far side of the gym I was nowhere to be found I hate the crowds, you know that Plus, I saw you dance with him  You heard the rumors from Inez You can't believe a word she says Most times, but this time it was true The worst thing that I ever did Was what I did to you  But if I just showed up at your party Would you have me? Would you want me? Would you tell me to go fuck myself Or lead me to the garden? In the garden, would you trust me If I told you it was just a summer thing? I'm only seventeen, I don't know anything But I know I miss you You might also like I was walking home on broken cobblestones Just thinking of you when she pulled up like A figment of my worst intentions She said ""James, get in, let's drive"" Those days turned into nights Slept next to her, but I dreamt of you all summer long  Betty, I'm here on your doorstep And I planned it out for weeks now But it's finally sinkin' in Betty, right now is the last time I can dream about what happens when You see my face again  The only thing I wanna do Is make it up to you So I showed up at your party Yeah, I showed up at your party  Yeah, I showed up at your party Will you have me? Will you love me? Will you kiss me on the porch In front of all your stupid friends? If you kiss me, will it be just like I dreamed it? Will it patch your broken wings? I'm only seventeen, I don't know anything But I know I miss you Standing in your cardigan Kissin' in my car again Stopped at a streetlight You know I miss you"
127,evermore,​closure,"It's been a long time And seeing the shape of your name Still spells out pain It wasn't right The way it all went down Looks like you know that now  Yes, I got your letter Yes, I'm doing better It cut deep to know ya, right to the bone Yes, I got your letter Yes, I'm doing better I know that it's over, I don't need your Closure, your closure  Don't treat me like Some situation that needs to be handled I'm fine with my spite And my tears, and my beers and my candles I can feel you smoothing me over  Yes, I got your letter Yes, I'm doing bettеr It cut deep to know ya, right to the bone Yes, I got your lеtter Yes, I'm doing better I know that it's over, I don't need your Closure, your closure Your closure, your closure You might also like I know I'm just a wrinkle in your new life Staying friends would iron it out so nice Guilty, guilty, reaching out across the sea That you put between you and me But it's fake and it's oh so unnecessary  Yes, I got your letter Yes, I'm doing better It cut deep to know ya, right to the bone Yes, I got your letter Yes, I'm doing better I know that it's over, I don't need your Closure, closure, your closure Your closure"
128,evermore,​l​ong story short,"Fatefully I tried to pick my battles 'til the battle picked me Misery Like the war of words I shouted in my sleep And you passed right by I was in the alley, surrounded on all sides The knife cuts both ways If the shoe fits, walk in it 'til your high heels break  And I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Clung to the nearest lips Long story short, it was the wrong guy  Now I'm all about you I'm all about you, ah Yeah, yeah I'm all about you, ah Yeah, yeah  Actually I always felt I must look better in the rear view Missing me At the golden gates they once held the keys to When I dropped my sword I threw it in the bushes and knocked on your door And we live in peace But if someone comes at us, this time, I'm ready You might also like 'Cause I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Clung to the nearest lips Long story short, it was the wrong guy  Now I'm all about you I'm all about you, ah Yeah, yeah I'm all about you  No more keepin' score Now I just keep you warm (Keep you warm) No more tug of war Now I just know there's more (Know there's more) No more keepin' score Now I just keep you warm (Keep you warm) And my waves meet your shore Ever and evermore  Past me I wanna tell you not to get lost in these petty things Your nemeses Will defeat themselves before you get the chance to swing And he's passing by Rare as the glimmer of a comet in the sky And he feels like home If the shoe fits, walk in it everywhere you go And I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Climbed right back up the cliff Long story short, I survived  Now I'm all about you (And now) I'm all about you, ah (And now) I'm all about you (And now) I'm all about you, ah Yeah, yeah I'm all about you (And now) Yeah, yeah I'm all about you  Long story short, it was a bad time Long story short, I survived"
129,evermore,​willow,"I'm like the water when your ship rolled in that night Rough on the surface, but you cut through like a knife And if it was an open-shut case I never would've known from that look on your face Lost in your current like a priceless wine  The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man  Life was a willow and it bent right to your wind Head on the pillow, I could feel you sneakin' in As if you were a mythical thing Like you were a trophy or a champion ring And there was one prize I'd cheat to win  The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man You know that my train could take you home Anywhere else is hollow I'm begging for you to take my hand Wreck my plans, that's my man You might also like Life was a willow and it bent right to your wind They count me out time and time again Life was a willow and it bent right to your wind But I come back stronger than a '90s trend  Wait for the signal, and I'll meet you after dark Show me the places where the others gave you scars Now this is an open-shut case I guess I should've known from the look on your face Every bait-and-switch was a work of art  The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man You know that my train could take you home Anywhere else is hollow I'm begging for you to take my hand Wreck my plans, that's my man The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man You know that my train could take you home Anywhere else is hollow I'm begging for you to take my hand Wreck my plans, that's my man Hey, that's my man That's my man Yeah, that's my man Every bait-and-switch was a work of art That's my man Hey, that's my man I'm begging for you to take my hand Wreck my plans, that's my man"
130,evermore,​dorothea,"Hey, Dorothea, do you ever stop and think about me? When we were younger, down in the park Honey, makin' a lark of the misery You got shiny friends since you left town A tiny screen's the only place I see you now And I got nothin' but well wishes for ya  Ooh This place is the same as it ever was Ooh But you won't like it that way  It's never too late to come back to my side The stars in your eyes shined brighter in Tupelo And if you're ever tired of bеin' known for who you know You know that you'll always know me Dorothea, uh-uh Dorothea, ah-ah  Ooh You'rе a queen sellin' dreams, sellin' makeup and magazines Ooh From you, I'd buy anything You might also like Hey, Dorothea, do you ever stop and think about me? When it was calmer, skippin' the prom Just to piss off your mom and her pageant schemes And damn, Dorothea, they all wanna be ya But are you still the same soul I met under the bleachers? Well  Ooh I guess I'll never know Ooh And you'll go on with the show  But it's never too late to come back to my side The stars in your eyes shined brighter in Tupelo And if you're ever tired of bein' known for who you know You know, you'll always know me Dorothea, uh-uh Dorothea, ah-ah  Ooh, ooh Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh-ooh Ooh, ooh Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh Dorothea (Ah-ah-ah) Ah-ah Ooh"
131,evermore,​'tis the damn season,"If I wanted to know who you were hanging with While I was gone, I would've asked you It's the kind of cold, fogs up windshield glass But I felt it when I passed you There's an ache in you, put there by the ache in me But if it's all the same to you It's the same to me  So we could call it even You could call me ""babe"" for the weekend ​'Tis the damn season, write this down I'm stayin' at my parents' house And the road not taken looks real good now And it always leads to you and my hometown  I parkеd my car right between the Methodist And thе school that used to be ours The holidays linger like bad perfume You can run, but only so far I escaped it too, remember how you watched me leave But if it's okay with you, it's okay with me  We could call it even You could call me ""babe"" for the weekend ​'Tis the damn season, write this down I'm stayin' at my parents' house And the road not taken looks real good now Time flies, messy as the mud on your truck tires Now I'm missing your smile, hear me out We could just ride around And the road not taken looks real good now And it always leads to you and my hometown You might also like Sleep in half the day just for old times' sake I won't ask you to wait if you don't ask me to stay So I'll go back to L.A. and the so-called friends Who'll write books about me if I ever make it And wonder about the only soul Who can tell which smiles I'm fakin' And the heart I know I'm breakin' is my own To leave the warmest bed I've ever known We could call it even Even though I'm leaving And I'll be yours for the weekend ​'Tis the damn season  We could call it even You could call me ""babe"" for the weekend ​'Tis the damn season, write this down I'm stayin' at my parents' house And the road not taken looks real good now Time flies, messy as the mud on your truck tires Now I'm missing your smile, hear me out We could just ride around And the road not taken looks real good now And it always leads to you and my hometown It always leads to you and my hometown"
132,evermore,​gold rush,"Gleaming, twinkling Eyes like sinking ships on waters So inviting, I almost jump in  But I don't like a gold rush, gold rush I don't like anticipatin' my face in a red flush I don't like that anyone would die to feel your touch Everybody wants you Everybody wonders what it would be like to love you Walk past, quick brush I don't like slow motion, double vision in rose blush I don't like that falling feels like flying 'til the bone crush Everybody wants you But I don't like a gold rush  What must it be like to grow up that beautiful? With your hair falling into place like dominoes I see me padding across your wooden floors With my Eagles T-shirt hanging from the door  At dinner parties, I call you out on your contrarian shit And the coastal town we wandered 'round had nеver seen a love as pure as it And thеn it fades into the gray of my day-old tea 'Cause it could never be You might also like 'Cause I don't like a gold rush, gold rush I don't like anticipatin' my face in a red flush I don't like that anyone would die to feel your touch Everybody wants you Everybody wonders what it would be like to love you Walk past, quick brush I don't like slow motion, double vision in rose blush I don't like that falling feels like flying 'til the bone crush Everybody wants you But I don't like a gold rush  What must it be like to grow up that beautiful? With your hair falling into place like dominoes My mind turns your life into folklore I can't dare to dream about you anymore  At dinner parties, I won't call you out on your contrarian shit And the coastal town we never found will never see a love as pure as it 'Cause it fades into the gray of my day-old tea 'Cause it will never be  Gleaming, twinkling Eyes like sinking ships on waters So inviting, I almost jump in"
133,evermore,​marjorie,"Never be so kind You forget to be clever Never be so clever You forget to be kind  And if I didn't know better I'd think you were talking to me now If I didn't know better I'd think you were still around  What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive  Never be so politе You forget your power Nevеr wield such power You forget to be polite You might also like And if I didn't know better I'd think you were listening to me now If I didn't know better I'd think you were still around  What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive  The autumn chill that wakes me up You loved the amber skies so much Long limbs and frozen swims You'd always go past where our feet could touch And I complained the whole way there The car ride back and up the stairs I should've asked you questions I should've asked you how to be Asked you to write it down for me Should've kept every grocery store receipt 'Cause every scrap of you would be taken from me Watched as you signed your name Marjorie All your closets of backlogged dreams And how you left them all to me What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive  And if I didn't know better I'd think you were singing to me now If I didn't know better I'd think you were still around I know better But I still feel you all around I know better But you're still around"
134,evermore,​happiness,"Honey, when I'm above the trees I see this for what it is But now I'm right down in it, all the years I've given Is just shit we're dividin' up Showed you all of my hiding spots I was dancing when the music stopped And in the disbelief, I can't face reinvention I haven't met the new me yet  There'll be happiness after you But there was happiness because of you Both of these things can be true There is happiness  Past the blood and bruise Past the curses and cries Beyond the terror in the nightfall Haunted by the look in my eyes That would've loved you for a lifetime Leave it all behind And there is happiness  Tell me, when did your winning smile Begin to look like a smirk? When did all our lessons start to look like weapons Pointed at my deepest hurt? I hope she'll be a beautiful fool Who takes my spot next to you No, I didn't mean that Sorry, I can't see facts through all of my fury You haven't met the new me yet You might also like There'll be happiness after me But there was happiness because of me Both of these things, I believe There is happiness  In our history, across our great divide There is a glorious sunrise Dappled with the flickers of light From the dress I wore at midnight, leave it all behind And there is happiness  I can't make it go away by making you a villain I guess it's the price I paid for seven years in Heaven And I pulled your body into mine Every goddamn night, now I get fake niceties No one teaches you what to do When a good man hurts you And you know you hurt him too  Honey, when I'm above the trees I see it for what it is But now my eyes leak acid rain on the pillow where you used to lay your head After giving you the best I had Tell me what to give after that All you want from me now is the green light of forgiveness You haven't met the new me yet And I think she'll give you that There'll be happiness after you But there was happiness because of you too Both of these things can be true There is happiness  In our history, across our great divide There is a glorious sunrise Dappled with the flickers of light From the dress I wore at midnight, leave it all behind Oh, leave it all behind Leave it all behind And there is happiness"
135,evermore,​cowboy like me,"And the tennis court was covered up With some tent-like thing And you asked me to dance But I said, ""Dancin' is a dangerous game"" Oh, I thought This is gonna be one of those things Now I know I'm never gonna love again  I've got some tricks up my sleeve Takes one to know one You're a cowboy like me  Never wanted love Just a fancy car Now I'm waiting by the phone Like I'm sitting in an airport bar You had some tricks up your sleeve Takes one to know one You're a cowboy like me You might also like Perched in the dark Tellin' all the rich folks anything they wanna hear Like it could be love I could be the way forward Only if they pay for it You're a bandit like me Eyes full of stars Hustling for the good life Never thought I'd meet you here It could be love We could be the way forward And I know I'll pay for it  You're a cowboy like me Perched in the dark Tellin' all the rich folks anything they wanna hear Like it could be love I could be the way forward Only if they pay for it You're a bandit like me Eyes full of stars Hustlin' for the good life Never thought I'd meet you here It could be love We could be the way forward And I know I'll pay for it And the skeletons in both our closets Plotted hard to fuck this up And the old men that I've swindled Really did believe I was the one And the ladies lunchin' have their stories about When you passed through town Oh, but that was all before I locked it down  Now you hang from my lips Like the Gardens of Babylon With your boots beneath my bed Forever is the sweetest con  I've had some tricks up my sleeve Takes one to know one You're a cowboy like me  And I'm never gonna love again I'm never gonna love again I'm never gonna love again"
136,evermore,​evermore,"Gray November I've been down since July Motion capture Put me in a bad light I replay my footsteps on each stepping stone Trying to find the one where I went wrong Writing letters Addressed to the fire  And I was catching my breath Staring out an open window Catching my death And I couldn't be sure I had a feeling so peculiar That this pain would be for Evermore  Hey December Guess I'm feeling unmoored Can't remember What I used to fight for I rewind thе tape, but all it does is pause On thе very moment all was lost Sending signals To be double-crossed You might also like And I was catching my breath Barefoot in the wildest winter Catching my death And I couldn't be sure I had a feeling so peculiar That this pain would be for Evermore (Evermore) Can't not think of all the cost And the things that will be lost Oh, can we just get a pause? To be certain, we'll be tall again Whether weather be the frost Or the violence of the dog days I'm on waves, out being tossed Is there a line that I could just go cross?  And when I was shipwrecked (Can't think of all the cost) I thought of you (All the things that will be lost now) In the cracks of light (Can we just get a pause?) I dreamed of you (To be certain we'll be tall again, if you think of all the costs) It was real enough (Whether weather be the frost) To get me through (Or the violence of the dog days) (Or the violence of the dog days) (Out on waves, being tossed) (I'm on waves, out being tossed) I swear (Is there a line that we can just go cross?) You were there And I was catching my breath Floors of a cabin creaking under my step And I couldn't be sure I had a feeling so peculiar This pain wouldn't be for Evermore Evermore Evermore This pain wouldn't be for evermore Evermore"
137,evermore,​tolerate it,"I sit and watch you reading with your head low I wake and watch you breathing with your eyes closed I sit and watch you I notice everything you do or don't do You're so much older and wiser, and I  I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it  I greet you with a battle hero's welcome I take your indiscretions all in good fun I sit and listеn, I polish plates until they gleam and glistеn You're so much older and wiser and I  I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it You might also like While you were out building other worlds, where was I? Where's that man who'd throw blankets over my barbed wire? I made you my temple, my mural, my sky Now I'm begging for footnotes in the story of your life Drawing hearts in the byline Always taking up too much space or time You assume I'm fine, but what would you do if I  Break free and leave us in ruins Took this dagger in me and removed it Gain the weight of you, then lose it Believe me, I could do it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it  I sit and watch you"
138,evermore,"​no body, no crime","He did it He did it  Este's a friend of mine We meet up every Tuesday night for dinner and a glass of wine Este's been losin' sleep Her husband's actin' different, and it smells like infidelity She says, ""That ain't my Merlot on his mouth That ain't my jewelry on our joint account"" No, there ain't no doubt I think I'm gonna call him out  She says, ""I think he did it, but I just can't prove it"" I think he did it, but I just can't prove it I think he did it, but I just can't prove it No, no body, no crime But I ain't lettin' up until the day I die  No, no I think he did it No, no He did it You might also like Este wasn't there Tuesday night at Olive Gardеn At her job or anywhere Hе reports his missing wife And I noticed when I passed his house His truck has got some brand new tires And his mistress moved in Sleeps in Este's bed and everything No, there ain't no doubt Somebody's gotta catch him out, 'cause  I think he did it, but I just can't prove it (He did it) I think he did it, but I just can't prove it (He did it) I think he did it, but I just can't prove it No, no body, no crime But I ain't lettin' up until the day I die  No, no I think he did it No, no He did it  Good thing my daddy made me get a boating license when I was fifteen And I've cleaned enough houses to know how to cover up a scene Good thing Este's sister's gonna swear she was with me (She was with me, dude) Good thing his mistress took out a big life insurance policy They think she did it, but they just can't prove it They think she did it, but they just can't prove it She thinks I did it, but she just can't prove it  No, no body, no crime I wasn't lettin' up until the day he— No, no body, no crime I wasn't lettin' up until the day he— No, no body, no crime I wasn't lettin' up until the day he died"
139,evermore,​coney island,"Break my soul in two looking for you But you're right here If I can't relate to you anymore Then who am I related to? And if this is the long haul How'd we get here so soon? Did I close my fist around something delicate? Did I shatter you?  And I'm sitting on a bench in Coney Island Wondering where did my baby go? The fast times, the bright lights, the merry go Sorry for not making you my centerfold  Over and over Lost again with no surprises Disappointments, close your eyes And it gets colder and colder When the sun goes down  The question pounds my head What's a lifetime of achievement If I pushed you to the edge? But you were too polite to leave me And do you miss the rogue Who coaxed you into paradise and left you there? Will you forgive my soul When you're too wise to trust me and too old to care? You might also like 'Cause we were like the mall before the internet It was the one place to be The mischief, the gift-wrapped suburban dreams Sorry for not winning you an arcade ring  Over and over Lost again with no surprises Disappointments, close your eyes And it gets colder and colder When the sun goes down  Were you waiting at our old spot In the tree line By the gold clock Did I leave you hanging every single day? Were you standing in the hallway With a big cake, happy birthday Did I paint your bluest skies the darkest grey? A universe away And when I got into the accident The sight that flashed before me was your face But when I walked up to the podium, I think that I forgot to say your name I'm on a bench in Coney Island Wondering where did my baby go? The fast times, the bright lights, the merry go Sorry for not making you my centerfold  Over and over Lost again with no surprises Disappointments, close your eyes And it gets colder and colder When the sun goes down  When the sun goes down The sight that flashed before me was your face When the sun goes down But I think that I forgot to say your name Over and over Sorry for not making you my, making you my Making you my centerfold"
140,evermore,​champagne problems,"You booked the night train for a reason So you could sit there in this hurt Bustling crowds or silent sleepers You're not sure which is worse  Because I dropped your hand while dancing Left you out there standing Crestfallen on the landing Champagne problems Your mom's ring in your pocket My picture in your wallet Your heart was glass, I dropped it Champagne problems  You told your family for a reason You couldn't keep it in Your sister splashed out on the bottle Now no one's celebrating  Dom Pérignon, you brought it No crowd of friends applauded Your hometown skeptics called it Champagne problems You had a speech, you're speechless Love slipped beyond your reaches And I couldn't give a reason Champagne problems You might also like Your Midas touch on the Chevy door November flush and your flannel cure ""This dorm was once a madhouse"" I made a joke, ""Well, it's made for me"" How evergreen, our group of friends Don't think we'll say that word again And soon they'll have the nerve to deck the halls That we once walked through One for the money, two for the show I never was ready so I watch you go Sometimes you just don't know the answer 'Til someone's on their knees and asks you ""She would've made such a lovely bride What a shame she's fucked in the head,"" they said But you'll find the real thing instead She'll patch up your tapestry that I shred  And hold your hand while dancing Never leave you standing Crestfallen on the landing With champagne problems Your mom's ring in your pocket Her picture in your wallet You won't remember all my Champagne problems You won't remember all my Champagne problems"
141,evermore,​ivy,"How's one to know? I'd meet you where the spirit meets the bones In a faith-forgotten land In from the snow Your touch brought forth an incandescent glow Tarnished but so grand  And the old widow goes to the stone every day But I don't, I just sit here and wait Grieving for the living  Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but it's been promised to another Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered in you  I wish to know The fatal flaw that makes you long to be Magnificently cursed He's in the room Your opal eyes are all I wish to see He wants what's only yours You might also like Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but it's been promised to another Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered  Clover blooms in the fields Spring breaks loose, the time is near What would he do if he found us out? Crescent moon, coast is clear Spring breaks loose, but so does fear He's gonna burn this house to the ground How's one to know? I'd live and die for moments that we stole On begged and borrowed time So tell me to run Or dare to sit and watch what we'll become And drink my husband's wine  Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but it's been promised to another Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered in you And I'm covered in you So yeah, it's a fire It's a goddamn blaze in the dark And you started it You started it So yeah, it's a war It's the goddamn fight of my life And you started it You started it  Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered In you, in you Now I'm covered in you In you"
142,Midnights,Lavender Haze,"Meet me at midnight  Staring at the ceiling with you Oh, you don't ever say too much And you don't really read into My melancholia  I been under scrutiny (Yeah, oh, yeah) You handle it beautifully (Yeah, oh, yeah) All this shit is new to me (Yeah, oh, yeah) I feel the lavender haze creeping up on me Surreal I'm damned if I do give a damn what people say No deal The 1950s shit they want from me I just wanna stay in that lavender haze  All they keep asking me (All they keep asking me) Is if I'm gonna be your bride The only kinda girl they see (Only kinda girl they see) Is a one-night or a wife  I find it dizzying (Yeah, oh, yeah) They're bringing up my history (Yeah, oh, yeah) But you weren't even listening (Yeah, oh, yeah)  I feel the lavender haze creepin' up on me Surreal I'm damned if I do give a damn what people say No deal The 1950s shit they want from me I just wanna stay in that lavender haze You might also like That lavender haze  Talk your talk and go viral I just need this love spiral Get it off your chest Get it off my desk (Get it off my desk) Talk your talk and go viral I just need this love spiral Get it off your chest Get it off my desk  I feel (I feel), the lavender haze creeping up on me Surreal I'm damned if I do give a damn what people say No deal (No deal) The 1950s shit they want from me I just wanna stay in that lavender haze  Get it off your chest Get it off my desk That lavender haze I just wanna stay I just wanna stay in that lavender haze"
143,Midnights,Maroon,"When the morning came We were cleaning incense off your vinyl shelf 'Cause we lost track of time again Laughing with my feet in your lap Like you were my closest friend ""How'd we end up on the floor, anyway?"" you say ""Your roommate's cheap-ass screw-top rosé, that's how"" I see you every day now  And I chose you The one I was dancing with In New York, no shoes Looked up at the sky and it was The burgundy on my t-shirt When you splashed your wine into me And how the blood rushed into my cheeks So scarlet, it was The mark thеy saw on my collarbone The rust that grew bеtween telephones The lips I used to call home So scarlet, it was maroon When the silence came We were shaking, blind and hazy How the hell did we lose sight of us again? Sobbing with your head in your hands Ain't that the way shit always ends? You were standing hollow-eyed in the hallway Carnations you had thought were roses, that's us I feel you, no matter what The rubies that I gave up  And I lost you The one I was dancing with In New York, no shoes Looked up at the sky and it was (Maroon) The burgundy on my t-shirt When you splashed your wine into me And how the blood rushed into my cheeks So scarlet, it was (Maroon) The mark they saw on my collarbone The rust that grew between telephones The lips I used to call home So scarlet, it was maroon  And I wake with your memory over me That's a real fucking legacy, legacy (It was maroon) And I wake with your memory over me That's a real fucking legacy to leave You might also like The burgundy on my t-shirt When you splashed your wine into me And how the blood rushed into my cheeks So scarlet, it was maroon The mark they saw on my collarbone The rust that grew between telephones The lips I used to call home So scarlet, it was maroon  It was maroon It was maroon"
144,Midnights,Labyrinth,"""It only hurts this much right now"" Was what I was thinkin' the whole time Breathe in, breathe through, breathe deep, breathe out I'll be gettin' over you my whole life  You know how scared I am of elevators Never trust it if it rises fast It can't last Uh-oh, I'm fallin' in love Oh no, I'm fallin' in love again Oh, I'm fallin' in love I thought the plane was goin' down How'd you turn it right around?  It only feels this raw right now Lost in the labyrinth of my mind Break up, break free, break through, break down You would break your back to make me break a smile  You know how much I hate That everybody just expects me to bounce back Just like that  Uh-oh, I'm fallin' in love Oh no, I'm fallin' in love again Oh, I'm fallin' in love I thought the plane was goin' down How'd you turn it right around? Uh-oh, I'm fallin' in love Oh no, I'm fallin' in love again Oh, I'm fallin' in love I thought the plane was goin' down How'd you turn it right around? Uh-oh, I'm fallin' in love Oh no, I'm fallin' in love again Oh, I'm fallin' in love I thought the plane was goin' down How'd you turn it right around? Uh-oh, I'm fallin' in love Oh no, I'm fallin' in love again Oh, I'm fallin' in love I thought the plane was goin' down How'd you turn it right around?You might also like"
